,ADDED_BY_USER,DTTM_RCD_ADDED,UPDATED_BY_USER,POLICY_ID,POLICY_NAME,POLICY_NUMBER,POLICY_STATUS_CODE,INSURER_EID,ISSUE_DATE,REVIEW_DATE,RENEWAL_DATE,EFFECTIVE_DATE,EXPIRATION_DATE,CANCEL_DATE,PREMIUM,TRIGGER_CLAIM_FLAG,PRIMARY_POLICY_FLG,COMMENTS,DTTM_RCD_LAST_UPD,BROKER_EID,BANK_ACC_ID,SUB_ACC_ROW_ID,HTMLCOMMENTS,ALL_STATES_FLAG,POLICY_SYSTEM_ID,POLICY_LOB_CODE,POLICY_SYMBOL,EXTERNAL_POLICY_ID,CURRENCY_CODE,MODULE,MASTER_COMPANY,LOCATION_COMPANY,BRANCH_CODE,LEGACY_UNIQUE_IDENTIFIER,INVALID_IND,PAID_TO_DATE,ISSUE_SYSTEM,RESINSURANCE_FLAG,RETRO_DATE,TAIL_DATE,REINSURANCE_CODE,EXTERNAL_POLICY_KEY,MASTER_COMPANY_DESC,INJURY_MGT_PROGRAM_CODE,CANCEL_REASON_CODE,GST_RATE,GST_AMOUNT,ITC_RATE,PREMIUM_WO_GST,PRODUCT_TYPE,PRODUCT_SUB_TYPE,REPT_PRODUCT_TYPE,ISSUE_STATE,MAJOR_LOB,FACE_AMOUNT,CONTESTABLE,INSURED_INDICATOR,ANNUITY_QUAL_TYPE,PAR_TYPE,ADMIN_PAID_DATE,PLAN_CODE,REGION,CLIENT_PROG_ID,UMR_ROW_ID,PROCESSED
0,KGaspard,20151106094030,KGaspard,3628,AGL002799700,0027997,212,0,,,,20150723,20160723,,0.0,0,-1,,20151106094030,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,187010,0,,,0,,,0,"AGL,0027997,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
1,TCON4A,20120813100010,TCON4A,6615,11CAA5899600,1158996,212,0,,,,20070601,20080601,20080601,0.0,0,-1,,20120813100010,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,115279,0,,,0,,,0,"CAA,1158996,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
2,MHerman,20150327110933,MHerman,7272,ESP003896904,0038969,212,0,,,,20140524,20150524,,0.0,0,-1,,20150327110933,0,0,0,,0,1,27059,ESP,,26723,04,01,00,,179538,0,,,0,,,0,"ESP,0038969,04,01,00",,,,,,,,,,,,,,,,,,,,,,,
3,TCON1A,20120315182245,TCON1A,8650,11WCX5940000,1159400,212,0,,,,20070701,20080701,,0.0,0,-1,,20120315182245,0,0,0,,0,1,26327,WCX,,26723,00,05,00,10,62267,0,,,0,,,0,"WCX,1159400,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
4,KGaspard,20150526125658,KGaspard,9696,AGL001495900,0014959,212,0,,,,20140701,20150701,,0.0,0,-1,,20150526125658,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,181512,0,,,0,,,0,"AGL,0014959,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
5,TCON2A,20120907124824,TCON2A,14330,11CAA5493802,1154938,212,0,,,,20081210,20091231,20091231,0.0,0,-1,,20120907124824,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,130515,0,,,0,,,0,"CAA,1154938,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
6,JVictori,20160310151725,JVictori,15472,WCX003044403,0030444,212,0,,,,20120101,20130101,,0.0,0,-1,,20160310151725,0,0,0,,0,1,26327,WCX,,26723,03,05,00,,191041,0,,,0,,,0,"WCX,0030444,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
7,KGaspard,20150924095811,KGaspard,16990,AGL002303200,0023032,212,0,,,,20150304,20160304,,0.0,0,-1,,20150924095811,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,185608,0,,,0,,,0,"AGL,0023032,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
8,JVictori,20150925165718,JVictori,17282,WCX003935302,0039353,212,0,,,,20120701,20130701,,0.0,0,-1,,20150925165718,0,0,0,,0,1,26327,WCX,,26723,02,05,00,,185695,0,,,0,,,0,"WCX,0039353,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
9,TCON3A,20120817145254,TCON3A,19426,12ULP1374800,1213748,212,0,,,,20030401,20040401,20030401,0.0,0,-1,,20120817145254,0,0,0,,0,1,27061,ULP,,26723,00,01,00,01,120546,0,,,0,,,0,"ULP,1213748,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
10,KGaspard,20150227085231,KGaspard,20282,AGL000819900,0008199,212,0,,,,20140115,20150115,,0.0,0,-1,,20150227085231,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,178561,0,,,0,,,0,"AGL,0008199,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
11,MBomhoff,20160520160702,MBomhoff,21075,GAP001017700,0010177,212,0,,,,20050915,20060915,,0.0,0,-1,,20160520160702,0,0,0,,0,1,26326,GAP,,26723,00,01,00,,193643,0,,,0,,,0,"GAP,0010177,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
12,KGaspard,20160509130846,KGaspard,22081,AGL001205801,0012058,212,0,,,,20150512,20160512,,0.0,0,-1,,20160509130846,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,193196,0,,,0,,,0,"AGL,0012058,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
13,KGaspard,20140609115118,KGaspard,22560,AEP003314405,0033144,212,0,,,,20140501,20150501,,0.0,0,-1,,20140609115118,0,0,0,,0,1,26325,AEP,,26723,05,01,00,,160145,0,,,0,,,0,"AEP,0033144,05,01,00",,,,,,,,,,,,,,,,,,,,,,,
14,ARodstro,20150909141425,ARodstro,24358,AGL001380100,0013801,212,0,,,,20140530,20150530,,0.0,0,-1,,20150909141425,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,185090,0,,,0,,,0,"AGL,0013801,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
15,MHerman,20130221114156,MHerman,25363,DOX003299303,0032993,212,0,,,,20120416,20130416,,0.0,0,-1,,20130221114156,0,0,0,,0,1,7927,DOX,,26723,03,05,00,,147188,0,,,0,,,0,"DOX,0032993,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
16,KGaspard,20140627102516,KGaspard,27293,AGL000660500,0006605,212,0,,,,20131120,20141120,,0.0,0,-1,,20140627102516,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,160627,0,,,0,,,0,"AGL,0006605,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
17,MHerman,20150311103520,MHerman,27735,11WCX5942101,1159421,212,0,,,,20080701,20090701,,0.0,0,-1,,20150311103520,0,0,0,,0,1,26327,WCX,,26723,01,05,00,,178973,0,,,0,,,0,"WCX,1159421,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
18,TCON2A,20120813001813,TCON2A,28201,11MAA7085000,1170850,212,0,,,,20090401,20100401,20100401,0.0,0,-1,,20120813001813,0,0,0,,0,1,26319,MAA,,26723,00,05,00,01,108682,0,,,0,,,0,"MAA,1170850,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
19,ARodstro,20140618163021,ARodstro,28261,AGL001063500,0010635,212,0,,,,20140314,20150314,,0.0,0,-1,,20140618163021,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,160364,0,,,0,,,0,"AGL,0010635,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
20,ARodstro,20140812142438,ARodstro,33891,DPC005689000,0056890,212,0,,,,20140430,20150730,,0.0,0,-1,,20140812142438,0,0,0,,0,1,26326,DPC,,26723,00,01,00,,161801,0,,,0,,,0,"DPC,0056890,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
21,TCON2A,20120922215821,TCON2A,38927,11WCX5947500,1159475,212,0,,,,20080101,20090101,20080101,0.0,0,-1,,20120922215821,0,0,0,,0,1,26327,WCX,,26723,00,05,00,15,139702,0,,,0,,,0,"WCX,1159475,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
22,TCON2A,20120920052610,TCON2A,43868,12GPP1478000,1214780,212,0,,,,20040228,20050228,,0.0,0,-1,,20120920052610,0,0,0,,0,1,26326,GPP,,26723,00,01,00,01,135489,0,,,0,,,0,"GPP,1214780,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
23,JVictori,20160217141117,JVictori,44645,WCX005294500,0052945,212,0,,,,20130101,20140101,,0.0,0,-1,,20160217141117,0,0,0,,0,1,26327,WCX,,26723,00,05,00,,190177,0,,,0,,,0,"WCX,0052945,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
24,KGaspard,20160516093724,KGaspard,48541,AGL003426700,0034267,212,0,,,,20160220,20170220,,0.0,0,-1,,20160516093724,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,193402,0,,,0,,,0,"AGL,0034267,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
25,TCON4A,20120922225713,TCON4A,48643,11MAA5469100,1154691,212,0,,,,20060801,20070801,20070801,0.0,0,-1,,20120922225713,0,0,0,,0,1,26319,MAA,,26723,00,05,00,01,140294,0,,,0,,,0,"MAA,1154691,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
26,TCON1A,20120813105622,TCON1A,48707,11CAA5486401,1154864,212,0,,,,20071130,20081130,20081130,0.0,0,-1,,20120813105622,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,115723,0,,,0,,,0,"CAA,1154864,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
27,ARodstro,20150402162140,ARodstro,50036,AGL000198001,0001980,212,0,,,,20140626,20150626,20141217,0.0,0,-1,,20150402162140,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,179800,0,,,0,,,0,"AGL,0001980,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
28,ARodstro,20160805150319,ARodstro,51926,UXP004043900,0040439,212,0,,,,20100901,20151130,20141029,0.0,0,-1,,20160805150319,0,0,0,,0,1,27061,UXP,,26723,00,05,00,,196558,0,,,0,,,0,"UXP,0040439,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
29,LGarrets,20140821103758,LGarrets,51952,11LPL5673906,1156739,212,0,,,,20130914,20140914,,0.0,0,-1,,20140821103758,0,0,0,,0,1,26325,LPL,,26723,06,05,00,,162021,0,,,0,,,0,"LPL,1156739,06,05,00",,,,,,,,,,,,,,,,,,,,,,,
30,TCON4A,20120907002350,TCON4A,52221,WCX003469701,0034697,212,0,,,,20100801,20110801,,0.0,0,-1,,20120907002350,0,0,0,,0,1,26327,WCX,,26723,01,05,00,15,125086,0,,,0,,,0,"WCX,0034697,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
31,ARodstro,20151223101936,ARodstro,53083,UFP005740100,0057401,212,0,,,,20140820,20160820,,0.0,0,-1,,20151223101936,0,0,0,,0,1,27061,UFP,,26723,00,01,00,,188468,0,,,0,,,0,"UFP,0057401,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
32,ARodstro,20141002085725,ARodstro,54818,AGL001690900,0016909,212,0,,,,20140901,20150901,,0.0,0,-1,,20141002085725,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,173955,0,,,0,,,0,"AGL,0016909,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
33,ARodstro,20160502143740,ARodstro,60459,ANC000166500,0001665,212,0,,,,20150111,20160111,,0.0,0,-1,,20160502143740,0,0,0,,0,1,6857,ANC,,26723,00,01,00,,192934,0,,,0,,,0,"ANC,0001665,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
34,KGaspard,20150806151855,KGaspard,61308,AGL000623500,0006235,212,0,,,,20131113,20141113,,0.0,0,-1,,20150806151855,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,183996,0,,,0,,,0,"AGL,0006235,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
35,TCON4A,20120922182217,TCON4A,62822,CAA000403400,0004034,212,0,,,,20041231,20051231,,0.0,0,-1,,20120922182217,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,136843,0,,,0,,,0,"CAA,0004034,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
36,ARodstro,20130412104540,ARodstro,62991,UHL001318006,0013180,212,0,,,,20120301,20130301,,0.0,0,-1,,20130412104540,0,0,0,,0,1,26323,UHL,,26723,06,01,00,,148549,0,,,0,,,0,"UHL,0013180,06,01,00",,,,,,,,,,,,,,,,,,,,,,,
37,TCON2A,20120907085729,TCON2A,67869,11CAA5498702,1154987,212,0,,,,20081230,20091230,20091230,0.0,0,-1,,20120907085729,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,129792,0,,,0,,,0,"CAA,1154987,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
38,TCON4A,20120310163057,TCON4A,69277,11WCX5938800,1159388,212,0,,,,20070701,20080701,,0.0,0,-1,,20120310163057,0,0,0,,0,1,26327,WCX,,26723,00,05,00,10,14986,0,,,0,,,0,"WCX,1159388,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
39,JVictori,20140806131232,JVictori,69468,WCX002928302,0029283,212,0,,,,20101001,20111001,,0.0,0,-1,,20140806131232,0,0,0,,0,1,26327,WCX,,26723,02,05,00,,161675,0,,,0,,,0,"WCX,0029283,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
